Name,Date,Température,hémudité
Illizi,2021/7/15,35.94,11.94
Illizi,2021/7/16,37.15,13.56
Illizi,2021/7/17,37.82,12.88
Illizi,2021/7/18,35.69,18.25
Illizi,2021/7/19,35.7,16.69
Illizi,2021/7/20,36.73,14.94
Illizi,2021/7/21,36.15,15.94
Illizi,2021/7/22,34.04,17.44
Illizi,2021/7/23,32.55,17.25
Illizi,2021/7/24,33.08,18.56
Illizi,2021/7/25,32.98,16.31
Illizi,2021/7/26,33.61,14.62
Illizi,2021/7/27,34.94,14.5
Illizi,2021/7/28,34.67,13.88
Illizi,2021/7/29,34.23,13.0
Illizi,2021/7/30,33.31,13.06
Illizi,2021/7/31,33.95,12.19

Bordj Bou Arreridj,2021/7/1,29.45,38.56
Bordj Bou Arreridj,2021/7/2,30.08,36.88
Bordj Bou Arreridj,2021/7/3,29.8,35.31
Bordj Bou Arreridj,2021/7/4,30.03,30.25
Bordj Bou Arreridj,2021/7/5,28.15,34.38
Bordj Bou Arreridj,2021/7/6,29.01,36.81
Bordj Bou Arreridj,2021/7/7,28.4,37.56
Bordj Bou Arreridj,2021/7/8,26.74,42.19
Bordj Bou Arreridj,2021/7/9,27.07,48.12
Bordj Bou Arreridj,2021/7/10,28.93,38.31
Bordj Bou Arreridj,2021/7/11,29.6,38.31
Bordj Bou Arreridj,2021/7/12,30.01,33.69
Bordj Bou Arreridj,2021/7/13,25.26,50.31
Bordj Bou Arreridj,2021/7/14,21.72,59.19
Bordj Bou Arreridj,2021/7/15,23.64,57.19
Bordj Bou Arreridj,2021/7/16,22.83,57.06
Bordj Bou Arreridj,2021/7/17,22.44,48.88
Bordj Bou Arreridj,2021/7/18,23.42,45.5
Bordj Bou Arreridj,2021/7/19,23.43,49.94
Bordj Bou Arreridj,2021/7/20,24.65,48.69
Bordj Bou Arreridj,2021/7/21,25.43,39.69
Bordj Bou Arreridj,2021/7/22,26.47,41.06
Bordj Bou Arreridj,2021/7/23,26.92,38.62
Bordj Bou Arreridj,2021/7/24,28.2,34.69
Bordj Bou Arreridj,2021/7/25,29.06,31.0
Bordj Bou Arreridj,2021/7/26,27.94,31.75
Bordj Bou Arreridj,2021/7/27,27.24,27.75
Bordj Bou Arreridj,2021/7/28,27.08,32.12
Bordj Bou Arreridj,2021/7/29,28.9,28.94
Bordj Bou Arreridj,2021/7/30,30.47,27.19
Bordj Bou Arreridj,2021/7/31,29.99,28.75

Boumerdès,2021/7/1,23.8,77.5
Boumerdès,2021/7/2,24.4,79.31
Boumerdès,2021/7/3,25.23,72.38
Boumerdès,2021/7/4,25.4,68.5
Boumerdès,2021/7/5,26.61,60.5
Boumerdès,2021/7/6,26.68,62.44
Boumerdès,2021/7/7,25.88,69.75
Boumerdès,2021/7/8,24.72,84.81
Boumerdès,2021/7/9,24.71,75.44
Boumerdès,2021/7/10,25.04,75.69
Boumerdès,2021/7/11,27.88,59.44
Boumerdès,2021/7/12,27.04,62.75
Boumerdès,2021/7/13,24.69,75.56
Boumerdès,2021/7/14,24.0,68.12
Boumerdès,2021/7/15,24.33,72.0
Boumerdès,2021/7/16,24.19,69.31
Boumerdès,2021/7/17,24.64,66.81
Boumerdès,2021/7/18,25.05,68.19
Boumerdès,2021/7/19,25.06,70.94
Boumerdès,2021/7/20,25.35,73.44
Boumerdès,2021/7/21,26.8,63.06
Boumerdès,2021/7/22,27.15,62.06
Boumerdès,2021/7/23,28.03,60.06
Boumerdès,2021/7/24,29.08,54.75
Boumerdès,2021/7/25,27.23,65.38
Boumerdès,2021/7/26,25.34,76.62
Boumerdès,2021/7/27,25.42,80.69
Boumerdès,2021/7/28,26.32,78.69
Boumerdès,2021/7/29,27.25,74.69
Boumerdès,2021/7/30,28.05,67.12
Boumerdès,2021/7/31,28.24,64.62

El Tarf,2021/7/1,25.19,67.56
El Tarf,2021/7/2,26.04,63.94
El Tarf,2021/7/3,27.02,61.75
El Tarf,2021/7/4,27.16,61.25
El Tarf,2021/7/5,26.04,71.81
El Tarf,2021/7/6,29.4,52.75
El Tarf,2021/7/7,27.64,64.31
El Tarf,2021/7/8,26.6,75.12
El Tarf,2021/7/9,25.79,67.25
El Tarf,2021/7/10,25.34,61.56
El Tarf,2021/7/11,27.78,49.94
El Tarf,2021/7/12,29.94,50.75
El Tarf,2021/7/13,26.54,67.31
El Tarf,2021/7/14,24.26,60.62
El Tarf,2021/7/15,24.83,62.69
El Tarf,2021/7/16,24.83,63.69
El Tarf,2021/7/17,24.93,66.88
El Tarf,2021/7/18,25.08,68.19
El Tarf,2021/7/19,25.12,73.81
El Tarf,2021/7/20,26.04,68.69
El Tarf,2021/7/21,27.05,61.75
El Tarf,2021/7/22,27.68,57.81
El Tarf,2021/7/23,29.28,47.12
El Tarf,2021/7/24,32.33,37.94
El Tarf,2021/7/25,31.01,46.0
El Tarf,2021/7/26,29.82,56.12
El Tarf,2021/7/27,29.3,62.31
El Tarf,2021/7/28,31.44,41.31
El Tarf,2021/7/29,29.53,61.31
El Tarf,2021/7/30,30.22,56.12
El Tarf,2021/7/31,31.68,51.0

Tindouf,2021/7/1,33.5,25.38
Tindouf,2021/7/2,35.62,17.69
Tindouf,2021/7/3,38.01,10.69
Tindouf,2021/7/4,36.71,14.75
Tindouf,2021/7/5,36.88,18.44
Tindouf,2021/7/6,36.27,21.06
Tindouf,2021/7/7,34.84,21.06
Tindouf,2021/7/8,29.9,34.0
Tindouf,2021/7/9,31.17,32.25
Tindouf,2021/7/10,35.88,14.19
Tindouf,2021/7/11,36.17,26.56
Tindouf,2021/7/12,38.14,14.12
Tindouf,2021/7/13,37.14,10.88
Tindouf,2021/7/14,37.54,14.69
Tindouf,2021/7/15,37.15,15.62
Tindouf,2021/7/16,37.23,14.44
Tindouf,2021/7/17,38.48,16.19
Tindouf,2021/7/18,39.15,12.0
Tindouf,2021/7/19,37.2,8.5
Tindouf,2021/7/20,36.04,13.31
Tindouf,2021/7/21,36.97,15.69
Tindouf,2021/7/22,38.78,11.12
Tindouf,2021/7/23,38.62,13.25
Tindouf,2021/7/24,37.78,11.69
Tindouf,2021/7/25,37.87,11.38
Tindouf,2021/7/26,34.52,20.0
Tindouf,2021/7/27,31.88,34.94
Tindouf,2021/7/28,34.37,27.06
Tindouf,2021/7/29,37.38,11.12
Tindouf,2021/7/30,37.43,12.62
Tindouf,2021/7/31,35.97,8.25

Tissemsilt,2021/7/1,27.98,41.19
Tissemsilt,2021/7/2,28.38,36.88
Tissemsilt,2021/7/3,30.0,29.69
Tissemsilt,2021/7/4,28.36,27.88
Tissemsilt,2021/7/5,29.76,26.56
Tissemsilt,2021/7/6,29.21,28.88
Tissemsilt,2021/7/7,26.89,36.56
Tissemsilt,2021/7/8,27.12,48.5
Tissemsilt,2021/7/9,29.94,42.94
Tissemsilt,2021/7/10,31.36,28.75
Tissemsilt,2021/7/11,33.48,26.25
Tissemsilt,2021/7/12,29.87,30.62
Tissemsilt,2021/7/13,25.17,40.81
Tissemsilt,2021/7/14,24.43,46.94
Tissemsilt,2021/7/15,27.26,41.44
Tissemsilt,2021/7/16,26.19,42.94
Tissemsilt,2021/7/17,27.95,31.12
Tissemsilt,2021/7/18,26.86,38.31
Tissemsilt,2021/7/19,26.63,37.62
Tissemsilt,2021/7/20,27.24,36.19
Tissemsilt,2021/7/21,28.59,30.31
Tissemsilt,2021/7/22,29.95,25.81
Tissemsilt,2021/7/23,31.61,23.44
Tissemsilt,2021/7/24,32.15,23.62
Tissemsilt,2021/7/25,28.71,29.31
Tissemsilt,2021/7/26,25.18,41.5
Tissemsilt,2021/7/27,27.89,44.88
Tissemsilt,2021/7/28,30.28,27.81
Tissemsilt,2021/7/29,29.2,30.75
Tissemsilt,2021/7/30,33.17,24.44
Tissemsilt,2021/7/31,29.78,31.88

El Oued ,2021/7/1,39.35,9.0
El Oued ,2021/7/2,38.19,7.81
El Oued ,2021/7/3,38.26,12.5
El Oued ,2021/7/4,39.84,8.69
El Oued ,2021/7/5,37.83,14.88
El Oued ,2021/7/6,36.33,20.62
El Oued ,2021/7/7,37.07,19.69
El Oued ,2021/7/8,35.93,24.94
El Oued ,2021/7/9,35.33,24.56
El Oued ,2021/7/10,38.11,14.69
El Oued ,2021/7/11,36.37,23.69
El Oued ,2021/7/12,36.48,18.06
El Oued ,2021/7/13,37.88,15.06
El Oued ,2021/7/14,32.52,35.0
El Oued ,2021/7/15,32.28,35.19
El Oued ,2021/7/16,33.66,33.19
El Oued ,2021/7/17,32.26,32.12
El Oued ,2021/7/18,32.65,27.12
El Oued ,2021/7/19,33.06,24.38
El Oued ,2021/7/20,33.58,26.19
El Oued ,2021/7/21,33.79,27.81
El Oued ,2021/7/22,34.08,25.56
El Oued ,2021/7/23,34.19,24.69
El Oued ,2021/7/24,35.01,18.81
El Oued ,2021/7/25,35.58,15.56
El Oued ,2021/7/26,35.08,13.5
El Oued ,2021/7/27,33.65,22.94
El Oued ,2021/7/28,32.71,30.69
El Oued ,2021/7/29,33.35,23.0
El Oued ,2021/7/30,35.62,14.31
El Oued ,2021/7/31,37.27,12.0

Khenchela,2021/7/1,31.98,17.69
Khenchela,2021/7/2,31.69,18.81
Khenchela,2021/7/3,31.83,19.81
Khenchela,2021/7/4,31.64,19.5
Khenchela,2021/7/5,30.05,23.31
Khenchela,2021/7/6,31.28,22.69
Khenchela,2021/7/7,30.37,26.62
Khenchela,2021/7/8,28.7,32.25
Khenchela,2021/7/9,28.54,38.62
Khenchela,2021/7/10,31.19,25.88
Khenchela,2021/7/11,30.44,26.62
Khenchela,2021/7/12,31.4,22.06
Khenchela,2021/7/13,28.61,35.69
Khenchela,2021/7/14,24.11,49.0
Khenchela,2021/7/15,26.2,40.0
Khenchela,2021/7/16,25.12,45.38
Khenchela,2021/7/17,22.86,44.88
Khenchela,2021/7/18,23.02,44.75
Khenchela,2021/7/19,24.62,42.81
Khenchela,2021/7/20,25.87,41.25
Khenchela,2021/7/21,26.59,35.69
Khenchela,2021/7/22,27.31,32.19
Khenchela,2021/7/23,28.69,30.69
Khenchela,2021/7/24,29.9,25.94
Khenchela,2021/7/25,30.23,24.5
Khenchela,2021/7/26,28.33,19.75
Khenchela,2021/7/27,27.67,23.5
Khenchela,2021/7/28,29.37,23.31
Khenchela,2021/7/29,30.26,23.81
Khenchela,2021/7/30,31.47,20.62
Khenchela,2021/7/31,31.62,18.38

Souk Ahras,2021/7/1,24.97,58.38
Souk Ahras,2021/7/2,26.4,47.38
Souk Ahras,2021/7/3,28.99,43.19
Souk Ahras,2021/7/4,29.31,40.38
Souk Ahras,2021/7/5,26.89,44.75
Souk Ahras,2021/7/6,31.08,37.31
Souk Ahras,2021/7/7,30.4,40.75
Souk Ahras,2021/7/8,28.14,50.88
Souk Ahras,2021/7/9,26.23,59.19
Souk Ahras,2021/7/10,26.24,51.69
Souk Ahras,2021/7/11,28.5,36.62
Souk Ahras,2021/7/12,31.98,34.31
Souk Ahras,2021/7/13,26.98,53.5
Souk Ahras,2021/7/14,23.44,56.94
Souk Ahras,2021/7/15,24.21,53.75
Souk Ahras,2021/7/16,23.35,59.81
Souk Ahras,2021/7/17,22.34,65.75
Souk Ahras,2021/7/18,23.13,62.94
Souk Ahras,2021/7/19,23.5,65.5
Souk Ahras,2021/7/20,25.76,53.19
Souk Ahras,2021/7/21,27.05,47.25
Souk Ahras,2021/7/22,27.66,41.31
Souk Ahras,2021/7/23,29.03,32.56
Souk Ahras,2021/7/24,31.83,29.0
Souk Ahras,2021/7/25,32.73,28.38
Souk Ahras,2021/7/26,31.98,30.94
Souk Ahras,2021/7/27,29.9,38.12
Souk Ahras,2021/7/28,32.22,26.31
Souk Ahras,2021/7/29,32.08,32.12
Souk Ahras,2021/7/30,33.08,31.62
Souk Ahras,2021/7/31,33.02,32.06

Tipaza,2021/7/1,25.63,61.75
Tipaza,2021/7/2,26.28,57.88
Tipaza,2021/7/3,28.58,44.56
Tipaza,2021/7/4,28.58,39.19
Tipaza,2021/7/5,29.5,33.44
Tipaza,2021/7/6,29.62,37.69
Tipaza,2021/7/7,27.48,49.94
Tipaza,2021/7/8,25.38,72.19
Tipaza,2021/7/9,26.22,64.94
Tipaza,2021/7/10,28.08,56.12
Tipaza,2021/7/11,31.58,37.94
Tipaza,2021/7/12,31.05,35.75
Tipaza,2021/7/13,25.2,63.5
Tipaza,2021/7/14,24.12,58.75
Tipaza,2021/7/15,24.37,65.06
Tipaza,2021/7/16,24.75,57.31
Tipaza,2021/7/17,27.18,41.19
Tipaza,2021/7/18,27.49,43.0
Tipaza,2021/7/19,26.69,49.44
Tipaza,2021/7/20,27.26,47.81
Tipaza,2021/7/21,29.54,38.5
Tipaza,2021/7/22,29.99,37.12
Tipaza,2021/7/23,30.76,34.88
Tipaza,2021/7/24,32.9,31.12
Tipaza,2021/7/25,30.37,41.0
Tipaza,2021/7/26,26.9,52.12
Tipaza,2021/7/27,26.62,66.19
Tipaza,2021/7/28,27.72,58.94
Tipaza,2021/7/29,29.08,54.62
Tipaza,2021/7/30,31.55,40.81
Tipaza,2021/7/31,31.72,34.12

Mila,2021/7/1,23.31,59.31
Mila,2021/7/2,23.98,61.88
Mila,2021/7/3,22.83,73.75
Mila,2021/7/4,20.87,84.5
Mila,2021/7/5,23.19,66.69
Mila,2021/7/6,24.53,65.62
Mila,2021/7/7,25.55,65.06
Mila,2021/7/8,24.08,74.75
Mila,2021/7/9,22.64,60.0
Mila,2021/7/10,23.89,60.12
Mila,2021/7/11,24.59,64.25
Mila,2021/7/12,24.98,64.69
Mila,2021/7/13,22.68,75.25
Mila,2021/7/14,20.32,69.62
Mila,2021/7/15,20.53,73.81
Mila,2021/7/16,21.25,75.5
Mila,2021/7/17,23.68,68.56
Mila,2021/7/18,26.35,59.75
Mila,2021/7/19,26.69,63.62
Mila,2021/7/20,26.52,60.94
Mila,2021/7/21,25.83,64.38
Mila,2021/7/22,25.45,67.56
Mila,2021/7/23,25.44,64.06
Mila,2021/7/24,25.75,66.44
Mila,2021/7/25,24.42,72.5
Mila,2021/7/26,24.08,74.81
Mila,2021/7/27,23.52,80.38
Mila,2021/7/28,23.1,80.94
Mila,2021/7/29,25.19,67.06
Mila,2021/7/30,24.41,73.31
Mila,2021/7/31,24.87,71.69

Mila,2021/7/1,25.35,64.5
Aïn Defla,2021/7/2,26.49,57.38
Aïn Defla,2021/7/3,28.07,45.75
Aïn Defla,2021/7/4,28.12,39.44
Aïn Defla,2021/7/5,28.76,36.94
Aïn Defla,2021/7/6,29.13,39.06
Aïn Defla,2021/7/7,27.35,50.88
Aïn Defla,2021/7/8,24.85,75.44
Aïn Defla,2021/7/9,25.15,71.44
Aïn Defla,2021/7/10,27.74,59.62
Aïn Defla,2021/7/11,31.3,41.31
Aïn Defla,2021/7/12,30.17,39.5
Aïn Defla,2021/7/13,24.92,65.06
Aïn Defla,2021/7/14,23.9,60.56
Aïn Defla,2021/7/15,23.56,70.5
Aïn Defla,2021/7/16,24.34,61.12
Aïn Defla,2021/7/17,26.99,43.38
Aïn Defla,2021/7/18,26.98,49.62
Aïn Defla,2021/7/19,26.65,51.75
Aïn Defla,2021/7/20,27.05,49.88
Aïn Defla,2021/7/21,28.98,42.31
Aïn Defla,2021/7/22,29.06,42.56
Aïn Defla,2021/7/23,30.86,36.38
Aïn Defla,2021/7/24,33.24,31.06
Aïn Defla,2021/7/25,30.19,37.0
Aïn Defla,2021/7/26,26.77,53.38
Aïn Defla,2021/7/27,26.02,69.62
Aïn Defla,2021/7/28,26.82,68.81
Aïn Defla,2021/7/29,28.01,62.44
Aïn Defla,2021/7/30,31.34,45.44
Aïn Defla,2021/7/31,30.91,34.19
Naâma,2021/7/1,30.48,23.88
Naâma,2021/7/2,30.75,27.0
Naâma,2021/7/3,31.71,20.81
Naâma,2021/7/4,32.1,17.75
Naâma,2021/7/5,32.53,14.0
Naâma,2021/7/6,31.75,20.62
Naâma,2021/7/7,29.66,26.19
Naâma,2021/7/8,28.66,27.31
Naâma,2021/7/9,31.19,16.38
Naâma,2021/7/10,31.71,13.88
Naâma,2021/7/11,32.19,13.0
Naâma,2021/7/12,31.76,22.12
Naâma,2021/7/13,27.73,24.06
Naâma,2021/7/14,27.67,30.0
Naâma,2021/7/16,31.15,26.19
Naâma,2021/7/17,31.41,23.38
Naâma,2021/7/18,28.33,33.31
Naâma,2021/7/19,26.4,30.06
Naâma,2021/7/20,27.85,32.19
Naâma,2021/7/21,30.09,21.81
Naâma,2021/7/22,31.54,20.25
Naâma,2021/7/23,32.32,19.19
Naâma,2021/7/24,32.54,17.38
Naâma,2021/7/25,31.1,27.06
Naâma,2021/7/26,28.19,30.56
Naâma,2021/7/27,29.25,28.81
Naâma,2021/7/28,31.62,14.94
Naâma,2021/7/29,31.89,18.75
Naâma,2021/7/30,31.8,23.0
Naâma,2021/7/31,30.67,26.25

Témouchent,2021/7/1,23.43,77.0
Témouchent,2021/7/2,25.03,65.12
Témouchent,2021/7/3,26.08,56.12
Témouchent,2021/7/4,26.08,52.19
Témouchent,2021/7/5,26.65,51.06
Témouchent,2021/7/6,26.14,54.62
Témouchent,2021/7/7,24.77,60.94
Témouchent,2021/7/8,24.75,61.38
Témouchent,2021/7/9,24.63,78.75
Témouchent,2021/7/10,26.53,64.12
Témouchent,2021/7/11,29.03,48.06
Témouchent,2021/7/12,26.98,52.81
Témouchent,2021/7/13,24.19,63.25
Témouchent,2021/7/14,24.55,66.38
Témouchent,2021/7/15,24.15,70.69
Témouchent,2021/7/16,23.83,76.0
Témouchent,2021/7/17,24.78,70.56
Témouchent,2021/7/18,24.89,69.88
Témouchent,2021/7/19,24.8,67.19
Témouchent,2021/7/20,24.65,71.44
Témouchent,2021/7/21,26.12,67.44
Témouchent,2021/7/22,25.98,75.62
Témouchent,2021/7/23,29.02,59.75
Témouchent,2021/7/24,27.58,59.56
Témouchent,2021/7/25,26.62,51.56
Témouchent,2021/7/26,24.7,69.19
Témouchent,2021/7/27,25.06,73.5
Témouchent,2021/7/28,25.26,79.69
Témouchent,2021/7/29,25.9,78.62
Témouchent,2021/7/30,28.66,59.81
Témouchent,2021/7/31,25.94,57.38

Ghardaïa,2021/7/1,36.86,8.19
Ghardaïa,2021/7/2,36.74,7.5
Ghardaïa,2021/7/3,37.05,7.94
Ghardaïa,2021/7/4,38.31,8.12
Ghardaïa,2021/7/5,37.82,7.56
Ghardaïa,2021/7/6,38.41,5.88
Ghardaïa,2021/7/7,37.18,10.38
Ghardaïa,2021/7/8,36.61,10.62
Ghardaïa,2021/7/9,35.69,12.88
Ghardaïa,2021/7/10,36.47,12.69
Ghardaïa,2021/7/11,38.26,12.0
Ghardaïa,2021/7/12,37.28,15.44
Ghardaïa,2021/7/13,36.9,15.19
Ghardaïa,2021/7/14,32.74,29.56
Ghardaïa,2021/7/15,34.23,24.31
Ghardaïa,2021/7/16,36.04,12.25
Ghardaïa,2021/7/17,33.67,21.25
Ghardaïa,2021/7/18,34.67,19.75
Ghardaïa,2021/7/19,33.08,21.62
Ghardaïa,2021/7/20,32.78,20.0
Ghardaïa,2021/7/21,32.97,20.19
Ghardaïa,2021/7/22,34.1,19.81
Ghardaïa,2021/7/23,34.88,18.06
Ghardaïa,2021/7/24,34.57,19.44
Ghardaïa,2021/7/25,34.61,14.06
Ghardaïa,2021/7/26,33.92,10.56
Ghardaïa,2021/7/27,32.81,12.94
Ghardaïa,2021/7/28,33.55,14.94
Ghardaïa,2021/7/29,34.15,14.94
Ghardaïa,2021/7/30,35.17,12.19
Ghardaïa,2021/7/31,35.28,10.94

Relizane,2021/7/1,26.9,55.56
Relizane,2021/7/2,28.73,42.69
Relizane,2021/7/3,30.74,32.25
Relizane,2021/7/4,30.15,26.94
Relizane,2021/7/5,31.17,26.38
Relizane,2021/7/6,30.53,28.31
Relizane,2021/7/7,27.9,38.5
Relizane,2021/7/8,28.08,42.19
Relizane,2021/7/9,30.33,47.44
Relizane,2021/7/10,31.72,36.12
Relizane,2021/7/11,35.78,23.19
Relizane,2021/7/12,31.7,28.44
Relizane,2021/7/13,27.35,37.88
Relizane,2021/7/14,27.45,41.69
Relizane,2021/7/15,27.81,42.88
Relizane,2021/7/16,28.34,42.81
Relizane,2021/7/17,30.51,31.69
Relizane,2021/7/18,28.25,40.94
Relizane,2021/7/19,28.17,38.81
Relizane,2021/7/20,29.26,43.94
Relizane,2021/7/21,31.97,31.69
Relizane,2021/7/22,31.26,39.44
Relizane,2021/7/23,34.39,25.38
Relizane,2021/7/24,35.3,20.0
Relizane,2021/7/25,31.2,23.75
Relizane,2021/7/26,27.43,41.31
Relizane,2021/7/27,28.51,50.81
Relizane,2021/7/28,30.1,44.88
Relizane,2021/7/29,31.08,47.25
Relizane,2021/7/30,35.47,26.75
Relizane,2021/7/31,31.23,27.56
